3.0	2.8	0.57862
3.9	2.4	4.21803
3.5	-0.6	-1.98010
3.7	-2.7	-3.04747
3.1	1.2	2.75044
2.7	0.8	1.81135
0.6	0.1	0.05676
0.6	1.9	-0.93325
0.8	-2.6	1.72022
2.6	2.6	0.00000
3.4	1.4	3.37988
0.9	1.7	-0.86011
1.1	-2.8	2.25640
0.4	-3.0	1.15808
4.0	1.6	4.63448
1.6	-1.0	-0.70112
3.5	-2.2	-3.33862
3.5	-1.5	-3.62069
3.5	-1.9	-3.62270
2.8	-1.9	-1.96538
1.2	-0.3	-0.31765
1.1	2.0	-1.17812
3.6	0.5	1.73187
3.6	-0.9	-2.85882
1.6	0.7	0.76013
1.7	-1.6	-0.16470
3.1	-2.1	-2.41455
3.4	0.1	0.33941
3.4	1.7	3.46800
2.4	2.8	-1.02776
2.9	-3.0	0.29483
3.2	-1.8	-2.99110
2.3	-1.5	-1.39098
1.9	0.2	0.37167
3.7	0.5	1.78364
3.5	1.5	3.62069
3.7	-2.0	-4.05348
0.3	0.2	0.02308
1.7	2.0	-0.54775
1.1	2.6	-1.99159
3.0	-1.1	-2.51783
3.1	-0.4	-1.19939
1.0	-0.5	-0.30000
2.3	1.6	1.27980
1.7	0.0	0.00000
2.1	-2.9	1.90016
1.6	2.1	-0.89182
2.0	-2.1	0.20476
2.7	-1.5	-2.13962
1.2	3.0	-2.60690
0.2	1.2	-0.22703
1.0	-1.3	0.33346
3.4	0.5	1.62803
2.8	1.6	2.27446
2.6	-2.1	-1.14870
1.0	2.2	-1.44658
2.7	-1.6	-2.07448
0.6	-1.2	0.43200
3.5	-0.2	-0.69544
3.8	-0.2	-0.75580
2.8	1.7	2.19590
3.1	2.8	0.88044
0.3	-2.1	0.60480
0.3	0.9	-0.21600
1.2	-2.4	1.72800
3.4	0.5	1.62803
2.4	-2.6	0.49840
0.7	1.4	-0.58800
0.7	2.2	-1.25685
2.3	-2.3	0.00000
4.0	-1.2	-4.00734
3.6	-0.9	-2.85882
0.6	-1.8	0.86400
3.0	1.8	2.54118
1.4	-1.5	0.14466
1.8	-2.7	1.86923
4.0	-1.6	-4.63448
1.3	0.0	0.00000
1.2	0.8	0.36923
0.9	-3.0	2.25413
1.7	-1.9	0.35778
3.5	0.0	0.00000
1.4	2.1	-1.13077
1.1	1.2	-0.11457
0.2	3.0	-0.59469
2.1	-2.0	-0.20476
2.2	0.9	1.41228
1.0	-0.7	-0.23960
2.8	1.5	2.32686
0.7	2.8	-1.72941
1.6	0.4	0.56471
3.5	2.3	3.19430
1.8	1.4	0.62031
0.4	2.8	-1.07520
3.0	-1.4	-2.69781
1.5	-2.3	1.39098
0.8	-1.6	0.76800
2.1	-1.6	-0.89182
2.7	2.7	0.00000
0.4	-2.0	0.73846
